model,context,batch,decode_context,boundary_bytes,array_including_MIV_s,boundary_active_service_s,gpu_related_service_s,decode_step_s
Llama-3.1-405B,LC20K,8,20144,890670088192.0,0.018374209958924748,0.27635247709250704,0.19019623936666719,0.27869577139004825
Llama-3.1-405B,LC20K,8,20145,890674216960.0,0.018374209958924748,0.2763536929438503,0.19019731456666986,0.27869709476139204
Llama-3.1-405B,LC20K,8,20146,890678345728.0,0.018374209958924748,0.27635490879519553,0.19019838976666795,0.2786984181327367
Llama-3.1-405B,LC20K,8,20147,890682474496.0,0.018374209958924748,0.27635612464653897,0.19019946496666923,0.27869974150408094
Llama-3.1-405B,LC20K,8,20148,890686603264.0,0.018374209958924748,0.2763573404978811,0.19020054016666732,0.27870106487542246
Llama-3.1-405B,LC20K,8,20149,890690732032.0,0.018374209958924748,0.2763585563492251,0.1902016153666687,0.27870238824676685
Llama-3.1-405B,LC20K,8,20150,890694860800.0,0.018374209958924748,0.27635977220056723,0.19020269056666914,0.2787037116181084
Llama-3.1-405B,LC20K,8,20151,890698989568.0,0.018374209958924748,0.27636098805191067,0.1902037657666684,0.278705034989453
Llama-3.1-405B,LC20K,8,20152,890703118336.0,0.018374209958924748,0.2763622039032527,0.19020484096666906,0.2787063583607939
Llama-3.1-405B,LC20K,8,20153,890707247104.0,0.018374209958924748,0.27636341975459594,0.19020591616666715,0.27870768173213667
Llama-3.1-405B,LC20K,8,20154,890711375872.0,0.018374209958924748,0.276364635606198,0.19020699136666983,0.27870900510348134
Llama-3.1-405B,LC20K,8,20155,890715504640.0,0.018374209958924748,0.27636585145754006,0.19020806656666783,0.27871032847482274
Llama-3.1-405B,LC20K,8,20156,890719633408.0,0.018374209958924748,0.2763670673088841,0.19020914176666937,0.27871165184616725
Llama-3.1-405B,LC20K,8,20157,890723762176.0,0.018374209958924748,0.27636828315996764,0.19021021696666768,0.27871297521750876
Llama-3.1-405B,LC20K,8,20158,890727890944.0,0.018374209958924748,0.2763694990113111,0.19021129216666874,0.278714298588853
Llama-3.1-405B,LC20K,8,20159,890732019712.0,0.018374209958924748,0.2763707148626532,0.19021236736666908,0.2787156219601945
Llama-3.1-405B,LC64K,1,64128,840592547840.0,0.017688330546987634,0.2616065478226573,0.17688573376083416,0.26250165240203954
Llama-3.1-405B,LC64K,1,64129,840593063936.0,0.017688330546987634,0.2616066998040764,0.17688586816083418,0.2625018178234575
Llama-3.1-405B,LC64K,1,64130,840593580032.0,0.017688330546987634,0.26160685178549525,0.17688600256083278,0.2625019832448766
Llama-3.1-405B,LC64K,1,64131,840594096128.0,0.017688330546987634,0.26160700543639553,0.17688613696083533,0.2625021486662936
Llama-3.1-405B,LC64K,1,64132,840594612224.0,0.017688330546987634,0.2616071574178143,0.17688627136083312,0.2625023140877112
Llama-3.1-405B,LC64K,1,64133,840595128320.0,0.017688330546987634,0.2616073093992337,0.17688640576083411,0.26250247950913097
Llama-3.1-405B,LC64K,1,64134,840595644416.0,0.017688330546987634,0.2616074613806498,0.17688654016083338,0.2625026449305476
Llama-3.1-405B,LC64K,1,64135,840596160512.0,0.017688330546987634,0.2616076133620686,0.17688667456083404,0.2625028103519668
Llama-3.1-405B,LC64K,1,64136,840596676608.0,0.017688330546987634,0.26160776534348773,0.17688680896083384,0.2625029757733848
Llama-3.1-405B,LC64K,1,64137,840597192704.0,0.017688330546987634,0.2616079163224784,0.17688694336083352,0.2625031411948011
Llama-3.1-405B,LC64K,1,64138,840597708800.0,0.017688330546987634,0.26160806830389777,0.17688707776083532,0.2625033066162209
Llama-3.1-405B,LC64K,1,64139,840598224896.0,0.017688330546987634,0.2616082202853138,0.1768872121608337,0.26250347203763613
Llama-3.1-405B,LC64K,1,64140,840598740992.0,0.017688330546987634,0.26160837226673245,0.1768873465608347,0.2625036374590549
Llama-3.1-405B,LC64K,1,64141,840599257088.0,0.017688330546987634,0.26160852424815123,0.17688748096083348,0.26250380288047415
Llama-3.1-405B,LC64K,1,64142,840599773184.0,0.017688330546987634,0.2616086762295679,0.17688761536083364,0.26250396830188993
Llama-3.1-405B,LC64K,1,64143,840600289280.0,0.017688330546987634,0.2616088292136701,0.17688774976083443,0.26250413372330916
Llama-3.1-405B,LC64K,1,64144,840600805376.0,0.017688330546987634,0.26160898119508874,0.17688788416083343,0.26250429914472817
Llama-3.1-405B,LC64K,1,64145,840601321472.0,0.017688330546987634,0.26160913317650475,0.17688801856083367,0.26250446456614335
Llama-3.1-405B,LC64K,1,64146,840601837568.0,0.017688330546987634,0.26160928682740836,0.1768881529608336,0.2625046299875632
Llama-3.1-405B,LC64K,1,64147,840602353664.0,0.017688330546987634,0.26160943880882714,0.17688828736083467,0.2625047954089822
Llama-3.1-405B,LC64K,1,64148,840602869760.0,0.017688330546987634,0.2616095907902432,0.17688842176083305,0.26250496083039737
Llama-3.1-405B,LC64K,1,64149,840603385856.0,0.017688330546987634,0.2616097427716626,0.17688855616083363,0.2625051262518172
Llama-3.1-405B,LC64K,1,64150,840603901952.0,0.017688330546987634,0.2616098947530781,0.176888690560835,0.2625052916732335
Llama-3.1-405B,LC64K,1,64151,840604418048.0,0.017688330546987634,0.2616100467344972,0.17688882496083305,0.26250545709465145
Llama-3.1-405B,LC64K,1,64152,840604934144.0,0.017688330546987634,0.2616101977134912,0.1768889593608338,0.2625056225160707
Llama-3.1-405B,LC64K,1,64153,840605450240.0,0.017688330546987634,0.26161034969490726,0.1768890937608342,0.2625057879374873
Llama-3.1-405B,LC64K,1,64154,840605966336.0,0.017688330546987634,0.2616105016763261,0.176889228160834,0.2625059533589049
Llama-3.1-405B,LC64K,1,64155,840606482432.0,0.017688330546987634,0.2616106536577453,0.17688936256083296,0.2625061187803245
Llama-3.1-405B,LC64K,1,64156,840606998528.0,0.017688330546987634,0.2616108056391607,0.17688949696083422,0.26250628420174077
Llama-3.1-405B,LC64K,1,64157,840607514624.0,0.017688330546987634,0.2616109576205802,0.17688963136083496,0.2625064496231606
Llama-3.1-405B,LC64K,1,64158,840608030720.0,0.017688330546987634,0.2616111106046796,0.176889765760833,0.26250661504457545
Llama-3.1-405B,LC64K,1,64159,840608546816.0,0.017688330546987634,0.26161126258609824,0.17688990016083436,0.2625067804659946
Llama-3.1-405B,LC64K,8,64128,1072269819904.0,0.020935969086187403,0.32983048222503514,0.23748783616667127,0.336902934842159
Llama-3.1-405B,LC64K,8,64129,1072273948672.0,0.020935969065902373,0.3298316980763768,0.23748891136667027,0.3369042581932166
Llama-3.1-405B,LC64K,8,64130,1072278077440.0,0.020935969065902373,0.3298329139277211,0.2374899865666711,0.33690558156455924
Llama-3.1-405B,LC64K,8,64131,1072282206208.0,0.020935969257200513,0.32983412977906224,0.2374910617666685,0.3369069051271985
Llama-3.1-405B,LC64K,8,64132,1072286334976.0,0.02093596904843668,0.3298353456304066,0.23749213696667165,0.3369082282897805
Llama-3.1-405B,LC64K,8,64133,1072290463744.0,0.02093596913689996,0.3298365614817509,0.23749321216666888,0.33690955174958814
Llama-3.1-405B,LC64K,8,64134,1072294592512.0,0.02093596935839072,0.3298377773330919,0.2374942873666712,0.33691087534241937
Llama-3.1-405B,LC64K,8,64135,1072298721280.0,0.020935969177704995,0.3298389931844364,0.23749536256666876,0.33691219853307797
Llama-3.1-405B,LC64K,8,64136,1072302850048.0,0.020935969177704995,0.32984020903577804,0.2374964377666706,0.33691352190442037
Llama-3.1-405B,LC64K,8,64137,1072306978816.0,0.020935969177704995,0.32984142488712237,0.23749751296667118,0.3369148452757647
Llama-3.1-405B,LC64K,8,64138,1072311107584.0,0.020935969128637037,0.3298426407384635,0.23749858816667022,0.33691616859803736
Llama-3.1-405B,LC64K,8,64139,1072315236352.0,0.02093596904749691,0.32984385658980786,0.23749966336667072,0.3369174918882415
Llama-3.1-405B,LC64K,8,64140,1072319365120.0,0.020935969308852886,0.32984507244115147,0.23750073856666992,0.33691881552094216
Llama-3.1-405B,LC64K,8,64141,1072323493888.0,0.020935968957858868,0.3298462882924958,0.2375018137666706,0.3369201385412923
Llama-3.1-405B,LC64K,8,64142,1072327622656.0,0.020935968917288807,0.32984750414383696,0.23750288896666885,0.3369214618720613
Llama-3.1-405B,LC64K,8,64143,1072331751424.0,0.020935968917288807,0.32984871999518195,0.23750396416667113,0.3369227852434076
Llama-3.1-405B,LC64K,8,64144,1072335880192.0,0.020935969098444446,0.32984993584652295,0.2375050393666687,0.3369241087959041
Llama-3.1-405B,LC64K,8,64145,1072340008960.0,0.02093596892010817,0.3298511516978674,0.2375061145666709,0.336925431988912
Llama-3.1-405B,LC64K,8,64146,1072344137728.0,0.020935968921282903,0.32985236754946695,0.2375071897666682,0.3369267553614276
Llama-3.1-405B,LC64K,8,64147,1072348266496.0,0.02093596917934961,0.3298535834008113,0.23750826496667002,0.33692807899083993
Llama-3.1-405B,LC64K,8,64148,1072352395264.0,0.020935969057874353,0.3298547992521556,0.2375093401666707,0.33692940224070883
Llama-3.1-405B,LC64K,8,64149,1072356524032.0,0.020935969057874353,0.32985601510349677,0.23751041536666986,0.3369307256120493
Llama-3.1-405B,LC64K,8,64150,1072360652800.0,0.020935969057874353,0.3298572309548411,0.23751149056667042,0.3369320489833936
Llama-3.1-405B,LC64K,8,64151,1072364781568.0,0.020935969189022238,0.3298584468059242,0.23751256576667032,0.33693337248588445
Llama-3.1-405B,LC64K,8,64152,1072368910336.0,0.020935969268282794,0.3298596626572687,0.2375136409666709,0.33693469593648956
Llama-3.1-405B,LC64K,8,64153,1072373039104.0,0.020935969277015635,0.3298608785086097,0.23751471616666833,0.3369360193165615
Llama-3.1-405B,LC64K,8,64154,1072377167872.0,0.02093596909679979,0.3298620943599566,0.2375157913666708,0.3369373425076937
Llama-3.1-405B,LC64K,8,64155,1072381296640.0,0.020935969047027003,0.3298633102112976,0.23751686656666818,0.3369386658292615
Llama-3.1-405B,LC64K,8,64156,1072385425408.0,0.020935969047027003,0.3298645260626421,0.23751794176667032,0.3369399892006055
Llama-3.1-405B,LC64K,8,64157,1072389554176.0,0.020935969418540992,0.3298657419139831,0.23751901696667096,0.3369413129434606
Llama-3.1-405B,LC64K,8,64158,1072393682944.0,0.020935969105062728,0.3298669577653281,0.23752009216667017,0.33694263600132823
Llama-3.1-405B,LC64K,8,64159,1072397811712.0,0.020935969015659667,0.3298681736166691,0.23752116736667034,0.33694395928326565
Llama-3.1-405B,LC126K,1,126128,872590499840.0,0.01813213309094442,0.2710293933964441,0.1852185337608328,0.27275777997622735
Llama-3.1-405B,LC126K,1,126129,872591015936.0,0.01813213309094442,0.2710295453778627,0.18521866816083418,0.27275794539764675
Llama-3.1-405B,LC126K,1,126130,872591532032.0,0.01813213309094442,0.2710296990287664,0.1852188025608351,0.2727581108190667
Llama-3.1-405B,LC126K,1,126131,872592048128.0,0.01813213309094442,0.2710298510101818,0.18521893696083291,0.27275827624048093
Llama-3.1-405B,LC126K,1,126132,872592564224.0,0.01813213309094442,0.271030002991601,0.1852190713608344,0.27275844166190044
Llama-3.1-405B,LC126K,1,126133,872593080320.0,0.01813213309094442,0.2710301549730174,0.1852192057608341,0.27275860708331734
Llama-3.1-405B,LC126K,1,126134,872593596416.0,0.01813213309094442,0.27103030695443603,0.1852193401608345,0.2727587725047352
Llama-3.1-405B,LC126K,1,126135,872594112512.0,0.01813213309094442,0.2710304579334304,0.18521947456083343,0.27275893792615485
Llama-3.1-405B,LC126K,1,126136,872594628608.0,0.01813213309094442,0.2710306099148468,0.18521960896083434,0.2727591033475718
Llama-3.1-405B,LC126K,1,126137,872595144704.0,0.01813213309094442,0.27103076189626524,0.18521974336083455,0.27275926876898937
Llama-3.1-405B,LC126K,1,126138,872595660800.0,0.01813213309094442,0.271030912875259,0.1852198777608335,0.2727594341904079
Llama-3.1-405B,LC126K,1,126139,872596176896.0,0.01813213309094442,0.271031064856676,0.18522001216083442,0.27275959961182544
Llama-3.1-405B,LC126K,1,126140,872596692992.0,0.01813213309094442,0.2710312168380946,0.18522014656083358,0.27275976503324323
Llama-3.1-405B,LC126K,1,126141,872597209088.0,0.01813213309094442,0.2710313688195131,0.18522028096083448,0.2727599304546621
Llama-3.1-405B,LC126K,1,126142,872597725184.0,0.01813213309094442,0.2710315218036129,0.18522041536083342,0.2727600958760791
Llama-3.1-405B,LC126K,1,126143,872598241280.0,0.01813213309094442,0.2710316737850321,0.18522054976083382,0.27276026129749753
Llama-3.1-405B,LC126K,1,126144,872598757376.0,0.01813213309094442,0.2710318257664475,0.18522068416083454,0.2727604267189133
Llama-3.1-405B,LC126K,1,126145,872599273472.0,0.01813213309094442,0.27103197774786697,0.18522081856083383,0.27276059214033316
Llama-3.1-405B,LC126K,1,126146,872599789568.0,0.01813213309094442,0.2710321297292856,0.18522095296083388,0.2727607575617506
Llama-3.1-405B,LC126K,1,126147,872600305664.0,0.01813213309094442,0.2710322817107016,0.18522108736083256,0.27276092298316706
Llama-3.1-405B,LC126K,1,126148,872600821760.0,0.01813213309094442,0.2710324336921212,0.18522122176083514,0.27276108840458757
Llama-3.1-405B,LC126K,1,126149,872601337856.0,0.01813213309094442,0.2710325856735398,0.18522135616083293,0.27276125382600497
Llama-3.1-405B,LC126K,1,126150,872601853952.0,0.01813213309094442,0.27103273765495584,0.18522149056083384,0.2727614192474214
Llama-3.1-405B,LC126K,1,126151,872602370048.0,0.01813213309094442,0.2710328879666318,0.18522162496083514,0.27276158466884026
Llama-3.1-405B,LC126K,1,126152,872602886144.0,0.01813213309094442,0.2710330399480512,0.18522175936083382,0.27276175009026027
Llama-3.1-405B,LC126K,1,126153,872603402240.0,0.01813213309094442,0.2710331919294666,0.1852218937608339,0.2727619155116745
Llama-3.1-405B,LC126K,1,126154,872603918336.0,0.01813213309094442,0.27103334391088585,0.18522202816083316,0.27276208093309456
Llama-3.1-405B,LC126K,1,126155,872604434432.0,0.01813213309094442,0.27103349422255957,0.18522216256083507,0.27276224635451146
Llama-3.1-405B,LC126K,1,126156,872604950528.0,0.01813213309094442,0.27103364620397796,0.18522229696083323,0.27276241177592914
Llama-3.1-405B,LC126K,1,126157,872605466624.0,0.01813213309094442,0.2710337981853966,0.18522243136083447,0.27276257719734764
Llama-3.1-405B,LC126K,1,126158,872605982720.0,0.01813213309094442,0.2710339501668136,0.1852225657608353,0.2727627426187652
Llama-3.1-405B,LC126K,1,126159,872606498816.0,0.01813213309094442,0.2710341038177164,0.18522270016083336,0.272762908040183
Llama-3.1-405B,LC126K,8,126128,1328253435904.0,0.024526794478999598,0.40521848492408064,0.3041502361666695,0.41895195954878983
Llama-3.1-405B,LC126K,8,126129,1328257564672.0,0.024526794478999598,0.4052197007756847,0.30415131136666984,0.41895328292013395
Llama-3.1-405B,LC126K,8,126130,1328261693440.0,0.024526794478999598,0.4052209209115014,0.30415238656667004,0.41895460629147463
Llama-3.1-405B,LC126K,8,126131,1328265822208.0,0.024526794478999598,0.40522213676310526,0.3041534617666714,0.4189559296628214
Llama-3.1-405B,LC126K,8,126132,1328269950976.0,0.024526794478999598,0.40522335261444536,0.30415453696667133,0.4189572530341614
Llama-3.1-405B,LC126K,8,126133,1328274079744.0,0.024526794478999598,0.405224564181056,0.30415561216666887,0.4189585764055055
Llama-3.1-405B,LC126K,8,126134,1328278208512.0,0.024526794478999598,0.4052257800324013,0.3041566873666698,0.4189598997768512
Llama-3.1-405B,LC126K,8,126135,1328282337280.0,0.024526794478999598,0.4052269958837413,0.30415776256667093,0.4189612231481924
Llama-3.1-405B,LC126K,8,126136,1328286466048.0,0.024526794478999598,0.4052282117350867,0.30415883776667135,0.41896254651953824
Llama-3.1-405B,LC126K,8,126137,1328290594816.0,0.024526794478999598,0.4052294275864269,0.3041599129666689,0.4189638698908771
Llama-3.1-405B,LC126K,8,126138,1328294723584.0,0.024526794478999598,0.4052306434377726,0.3041609881666716,0.418965193262223
Llama-3.1-405B,LC126K,8,126139,1328298852352.0,0.024526794478999598,0.40523186424090674,0.3041620633666718,0.41896651663356327
Llama-3.1-405B,LC126K,8,126140,1328302981120.0,0.024526794478999598,0.40523308075931136,0.30416313856666927,0.4189678400049072
Llama-3.1-405B,LC126K,8,126141,1328307109888.0,0.024526794478999598,0.40523430156244755,0.30416421376666963,0.41896916337624945
Llama-3.1-405B,LC126K,8,126142,1328311238656.0,0.024526794478999598,0.40523551246225736,0.3041652889666709,0.41897048674759624
Llama-3.1-405B,LC126K,8,126143,1328315367424.0,0.024526794478999598,0.4052367283133389,0.3041663641666715,0.41897181011893625
Llama-3.1-405B,LC126K,8,126144,1328319496192.0,0.024526794478999598,0.4052379441646842,0.30416743936666907,0.4189731334902803
Llama-3.1-405B,LC126K,8,126145,1328323624960.0,0.024526794478999598,0.4052391600160247,0.30416851456666943,0.418974456861621
Llama-3.1-405B,LC126K,8,126146,1328327753728.0,0.024526794478999598,0.40524037586737016,0.3041695897666705,0.41897578023296783
Llama-3.1-405B,LC126K,8,126147,1328331882496.0,0.024526794478999598,0.40524159171871016,0.3041706649666708,0.418977103604308
Llama-3.1-405B,LC126K,8,126148,1328336011264.0,0.024526794478999598,0.4052428075700555,0.3041717401666712,0.418978426975652
Llama-3.1-405B,LC126K,8,126149,1328340140032.0,0.024526794478999598,0.4052440234214008,0.304172815366671,0.4189797503469978
Llama-3.1-405B,LC126K,8,126150,1328344268800.0,0.024526794478999598,0.4052452392727409,0.3041738905666714,0.4189810737183381
Llama-3.1-405B,LC126K,8,126151,1328348397568.0,0.024526794478999598,0.40524645512408625,0.30417496576666897,0.4189823970896821
Llama-3.1-405B,LC126K,8,126152,1328352526336.0,0.024526794478999598,0.4052476709754267,0.30417604096666945,0.4189837204610227
Llama-3.1-405B,LC126K,8,126153,1328356655104.0,0.024526794478999598,0.405248886826772,0.30417711616667104,0.4189850438323695
Llama-3.1-405B,LC126K,8,126154,1328360783872.0,0.024526794478999598,0.4052501026781122,0.3041781913666713,0.4189863672037098
Llama-3.1-405B,LC126K,8,126155,1328364912640.0,0.024526794478999598,0.4052513185294596,0.30417926656666866,0.41898769057505564
Llama-3.1-405B,LC126K,8,126156,1328369041408.0,0.024526794478999598,0.4052525343807996,0.30418034176666886,0.4189890139463958
Llama-3.1-405B,LC126K,8,126157,1328373170176.0,0.024526794478999598,0.40525375023214505,0.30418141696667295,0.4189903373177427
Llama-3.1-405B,LC126K,8,126158,1328377298944.0,0.024526794478999598,0.40525496608348505,0.30418249216667026,0.41899166068908283
Llama-3.1-405B,LC126K,8,126159,1328381427712.0,0.024526794478999598,0.4052561819348309,0.3041835673666707,0.41899298406042734
